Περιφέρεια,Διεύθυνση,Ονομασία,Κατηγορία Μοριοδότησης,Κωδ. ΥΠΠΘ
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΔΡΑΜΑΣ,Β,901066
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΔΡΑΜΑΣ,Β,940030
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,ΜΟΥΣΙΚΟ ΣΧΟΛΕΙΟ ΔΡΑΜΑΣ (ΜΟΥΣΙΚΟ ΓΥΜΝΑΣΙΟ-ΜΟΥΣΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ),Β,901065
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,ΕΣΠΕΡΙΝΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ,Β,951066
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ ΔΡΑΜΑΣ ΚΑΙ ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ (Α΄ΤΑΞΗ),Δ,940045
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,2ο ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ  ΔΡΑΜΑΣ,Β,915001
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΦΕΡΩΝ ΕΒΡΟΥ,ΣΤ,1157010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1101005
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Ειδικό Επαγγελματικό Γυμνάσιο Αλεξανδρούπολης,Δ,1150085
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,3ο ΕΣΠΕΡΙΝΟ ΕΠΑΛ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1150080
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΟΡΕΣΤΙΑΔΟΣ,Η,1104015
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΕΣΠΕΡΙΝΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1151005
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Ε.Ε.Ε.Ε.Κ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1141001
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΕΕΕΕΚ ΟΡΕΣΤΙΑΔΑΣ,Η,1141002
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΕΠΑ.Λ ΟΡΕΣΤΙΑΔΑΣ,Η,1140080
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1140060
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,2ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1150070
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΔΙΔΥΜΟΤΕΙΧΟΥ ΕΒΡΟΥ,Η,1140090
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1151009
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1151001
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1190060
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΣΟΥΦΛΙΟΥ ΕΒΡΟΥ,Η,1156010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΟΡΕΣΤΙΑΔΑ ΕΒΡΟΥ,Η,1154011
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1151010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΙΚΑΙΩΝ ΕΒΡΟΥ,Ι,1153010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΙΔΥΜΟΤΕΙΧΟΥ ΕΒΡΟΥ,Η,1152010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΣΑΜΟΘΡΑΚΗΣ ΕΒΡΟΥ,ΙΒ,1155010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΕΚ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,SEK034
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΟΡΕΣΤΙΑΔΑΣ,Η,1104010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΔΙΔΥΜΟΤΕΙΧΟΥ ΕΒΡΟΥ,Η,1102010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΣΑΜΟΘΡΑΚΗΣ,ΙΒ,1105010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΠΛΟΥ,Ζ,1117010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1101040
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΡΙΖΙΩΝ,Θ,1111010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1101020
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΟΡΕΣΤΙΑΔΑΣ - ΓΕΩΡΓΙΟΣ ΒΙΖΥΗΝΟΣ,Η,1104011
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΣΟΥΦΛΙOY,Η,1106010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΜΕΤΑΞΑΔΩΝ ΕΒΡΟΥ,Ι,1109010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΟΡΕΣΤΙΑΔΑΣ ΕΒΡΟΥ,Η,1104012
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ,1101045
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΛΑΒΑΡΩΝ,Θ,1114010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΝΘΕΙΑΣ ΕΒΡΟΥ,Ε,1112010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΝΕΑΣ  ΒΥΣΣΑΣ,Θ,1108010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΔΙΚΑΙΩΝ ΕΒΡΟΥ,Ι,1103010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΦΕΡΩΝ ΕΒΡΟΥ,ΣΤ,1107010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΚΥΠΡΙΝΟΥ,Ι,1113010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ - ΛΕΟΝΤΑΡΙΔΕΙΟ,Δ,1101010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΟΡΕΣΤΙΑΔΑΣ ΕΒΡΟΥ,Η,1154010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ  "ΔΟΜΝΑ  ΒΙΣΒΙΖΗ",Δ,1101030
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ  ΒΥΣΣΑΣ,Θ,1158010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΤΥΧΕΡΟΥ,Ζ,1110010
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΔΙΔΥΜΟΤΕΙΧΟY,Η,1102011
