Περιφέρεια,Διεύθυνση,Κατηγορία Μοριοδότησης,Δήμος,Κωδ. ΥΠΠΘ,Ονομασία,dde_dpe_Κωδ. ΥΠΠΘ,pde_Κωδ. ΥΠΠΘ
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Ε,ΠΡΟΣΟΤΣΑΝΗΣ,0910010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΦΩΤΟΛΙΒΟΥΣ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0915001,2ο ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ  ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0940030,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0940035,ΕΣΠΕΡΙΝΟ ΕΠΑΛ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0940040,2ο ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Δ,ΔΡΑΜΑΣ,0940045,ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ ΔΡΑΜΑΣ ΚΑΙ ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ (Α΄ΤΑΞΗ),0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Δ,ΔΟΞΑΤΟΥ,0940050,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΔΟΞΑΤΟΥ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Ε,ΠΡΟΣΟΤΣΑΝΗΣ,0940060,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΠΡΟΣΟΤΣΑΝΗΣ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Θ,ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,0940065,ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0941001,ΕΕΕΕΚ ΔΡΑΜΑ - ΕΕΕΕΚ   ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0951009,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0951010,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ - ΠΡΩΤΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0951020,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0951030,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Δ,ΔΟΞΑΤΟΥ,0951040,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΟΞΑΤΟΥ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,0951066,ΕΣΠΕΡΙΝΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Θ,ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,0953010,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙ  ΔΡΑΜΑΣ - ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Ε,ΠΡΟΣΟΤΣΑΝΗΣ,0954010,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΡΟΣΟΤΣΑΝΗΣ ΔΡΑΜΑΣ - ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΡΟΣΟΤΣΑΝΗΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Δ,ΔΟΞΑΤΟΥ,0956010,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΑΛΑΜΠΑΚΙΟΥ ΔΡΑΜΑΣ,0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΔΡΑΜΑΣ,Β,ΔΡΑΜΑΣ,SEK001,1ο Ε.Κ ΔΡΑΜΑΣ (1o ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ ΔΡΑΜΑΣ),0900115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Δ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1101005,ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Δ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1101010,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ - ΛΕΟΝΤΑΡΙΔΕΙΟ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Δ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1101020,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Δ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1101030,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ  "ΔΟΜΝΑ  ΒΙΣΒΙΖΗ",1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Δ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1101040,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Δ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1101045,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Η,ΔΙΔΥΜΟΤΕΙΧΟΥ,1102010,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΔΙΔΥΜΟΤΕΙΧΟΥ ΕΒΡΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Η,ΔΙΔΥΜΟΤΕΙΧΟΥ,1102011,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΔΙΔΥΜΟΤΕΙΧΟY,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Ι,ΟΡΕΣΤΙΑΔΟΣ,1103010,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΔΙΚΑΙΩΝ ΕΒΡΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Η,ΟΡΕΣΤΙΑΔΟΣ,1104010,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΟΡΕΣΤΙΑΔΑΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Η,ΟΡΕΣΤΙΑΔΟΣ,1104011,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΟΡΕΣΤΙΑΔΑΣ - ΓΕΩΡΓΙΟΣ ΒΙΖΥΗΝΟΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Η,ΟΡΕΣΤΙΑΔΟΣ,1104012,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΟΡΕΣΤΙΑΔΑΣ ΕΒΡΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Η,ΟΡΕΣΤΙΑΔΟΣ,1104015,ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΟΡΕΣΤΙΑΔΟΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΙΒ,ΣΑΜΟΘΡΑΚΗΣ,1105010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΣΑΜΟΘΡΑΚΗΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Η,ΣΟΥΦΛΙΟΥ,1106010,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΣΟΥΦΛΙOY,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,ΣΤ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1107010,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΦΕΡΩΝ ΕΒΡΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Θ,ΟΡΕΣΤΙΑΔΟΣ,1108010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΝΕΑΣ  ΒΥΣΣΑΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Ι,ΔΙΔΥΜΟΤΕΙΧΟΥ,1109010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΜΕΤΑΞΑΔΩΝ ΕΒΡΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Ζ,ΣΟΥΦΛΙΟΥ,1110010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΤΥΧΕΡΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,,ΟΡΕΣΤΙΑΔΟΣ,1111001,Ειδικό Επαγγελματικό Γυμνάσιο ΟΡΕΣΤΙΑΔΑΣ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Θ,ΟΡΕΣΤΙΑΔΟΣ,1111010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΡΙΖΙΩΝ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Ε,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1112010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΝΘΕΙΑΣ ΕΒΡΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Ι,ΟΡΕΣΤΙΑΔΟΣ,1113010,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΚΥΠΡΙΝΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Θ,ΣΟΥΦΛΙΟΥ,1114010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΛΑΒΑΡΩΝ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Ζ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1117010,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΠΛΟΥ,1100115,9999908
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΝ. ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΕΒΡΟΥ,Δ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1139001,ΜΟΥΣΙΚΟ ΓΥΜΝΑΣΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1100115,9999908
